ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,MYKEY,Field3,Field2,Field1,SIT,STATE
171055,1,17,55,2,23,8,2,6,6,1,3,1,3,2,2,0,0,3,-1,0,0,1,0,2,3,3,3,1,2,1,3,2,1,2,0,1710553,3,2,anger,"I worked together with another student on a computer-assignment. She didn't do her best and didn't prepare herself for it. She expected me to explain it to her.",1
171064,1,17,64,2,19,2,2,6,1,1,3,1,2,3,3,0,0,2,0,0,0,1,2,2,1,3,3,2,2,3,2,2,2,0,0,1710643,2,3,anger,"I made an appointment with a friend to drink coffee togehter. However, for the third time in that week she arrived an hour too late.",1
201098,1,20,98,1,21,6,2,6,1,8,3,3,4,4,2,2,0,1,1,0,0,0,0,3,1,3,3,3,2,5,2,2,2,2,2,2010983,4,4,anger,"When my father banned me from going to his sister's home due to some misunderstanding between the two.",1
171053,1,17,53,2,19,8,2,9,5,1,3,3,4,4,4,1,2,0,0,0,0,0,0,3,1,3,0,3,3,1,0,2,0,0,1,1710533,4,4,anger,"When our cat was killed in a car-accident I was very angry at the driver of the car because he didn't take enough care.",1
201099,1,20,99,1,21,2,0,8,1,8,3,3,4,4,3,0,0,1,0,0,0,1,1,1,2,3,0,0,1,5,1,1,1,3,0,2010993,4,4,anger,"I was in love with a very beautiful girl and when I went back for my holidays I found her wth another guy who she said was just a friend.  Later I found them together and was convinced that there was something fishy.",1
171051,1,17,51,2,22,8,0,8,1,1,3,1,1,3,2,0,0,2,0,0,0,1,1,2,1,3,3,3,2,5,0,1,2,0,0,1710513,1,3,anger,"My boyfriend told me that I had very high demands towards him. In my opinion this was wrong.",1
171050,1,17,50,2,21,2,2,8,1,1,3,2,4,4,1,2,2,2,1,0,1,1,3,2,1,3,3,3,2,1,3,1,1,3,3,1710503,4,4,anger,"I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me.",1
201100,1,20,100,1,22,2,2,5,1,8,3,4,4,3,0,0,0,1,-1,0,0,0,0,3,1,3,3,2,4,1,3,0,2,0,0,2011003,4,3,anger,"When I learnt that my younger sister had been expelled from secondary school because she was pregnant.  That was the second time that this happened in the family - the first time it had been my elder sister.",1
171049,1,17,49,2,19,2,2,5,1,1,3,4,4,4,3,0,-1,3,-1,0,1,1,1,2,1,3,3,3,2,1,0,1,2,1,1,1710493,4,4,anger,"We had to move to a very different city because the company where my father worked also moved to that place. It was very difficult for me to make new friends than.",1
171047,1,17,47,2,20,2,2,5,5,1,3,2,1,4,2,0,2,1,0,0,0,1,1,1,1,3,1,2,1,1,0,2,3,0,0,1710473,1,4,anger,"When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard.",1
201101,1,20,101,2,21,2,1,7,1,8,3,4,3,3,2,2,0,2,0,0,0,0,0,2,1,3,0,3,2,4,3,0,2,2,2,2011013,3,3,anger,"When I was accused of having planned my friend's outing at secondary school (boarding) as we were not allowed to go out.",1
171046,1,17,46,1,20,1,1,5,5,1,3,1,3,4,3,0,0,2,-1,0,1,0,0,2,1,3,3,3,2,1,1,3,2,0,1,1710463,3,4,anger,"I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out.",1
201097,1,20,97,1,21,6,1,4,1,8,3,3,4,4,4,1,2,3,1,0,0,0,3,2,1,3,3,3,2,1,3,3,1,2,1,2010973,4,4,anger,"When my girlfriend left me to go out with another guy, even though she knew that she was wrong.",1
261055,1,26,55,1,25,4,1,7,1,1,3,4,3,2,1,0,0,0,0,0,0,1,0,1,1,3,2,1,3,5,2,3,2,3,0,2610553,3,2,anger,"One night we, all the family members, were sitting in the front corridor of the house when a gentleman looking person came in.  He was my father's client and he had come to bribe my father in connection with the proceeding case.  At my father's refusal he abused my father, my brother and I could not control our temper and we rushed at him.",1
191050,1,19,50,1,19,2,2,4,1,1,3,3,3,4,3,0,0,2,0,1,0,1,1,2,1,3,3,1,3,1,1,2,0,0,0,1910503,3,4,anger,"In a confrontation with a person, he provoked me several times till I reacted in an angry way.  Fortunately there were no disastrous consequences.",1
261017,1,26,17,2,22,4,1,9,1,1,3,2,2,3,1,0,0,1,0,0,0,0,0,1,1,3,0,1,2,3,3,2,1,0,0,2610173,2,3,anger,"A few weeks back, as I was in a hurry to leave the house, I left some of my things lying around.  This is something I never do. My uncle,who lives with us, as we live in a joint family, remarked that we were always doing things like  this.  This really got me mad.",1
191011,1,19,11,1,20,8,2,4,1,5,3,2,1,3,3,0,2,1,0,0,0,0,2,1,2,3,2,1,3,1,3,2,1,0,0,1910113,1,3,anger,"I felt angry when I saw on T.V the last slaughter of negroes in South Africa.",1
191010,1,19,10,2,21,2,2,5,1,3,3,1,1,2,2,0,0,2,0,0,0,0,1,1,1,3,3,2,2,4,1,3,1,1,0,1910103,1,2,anger,"I had an argument with my mother because I criticized the rules she imposes at home, which are too rigid and arbitrary for me.",1
261018,1,26,18,2,22,4,1,7,1,1,3,4,1,4,0,0,1,1,0,0,1,0,0,2,2,3,2,3,2,5,1,3,0,0,1,2610183,1,4,anger,When I get home late my father scolds me and this makes me angry.,1
191009,1,19,9,2,18,2,2,5,1,3,3,2,3,3,0,1,0,1,0,0,0,0,0,1,1,0,1,3,3,5,1,2,1,1,1,1910093,3,3,anger,"When I was told that a boy did not want to be my friend without any apparent reason.",1
261019,1,26,19,2,22,4,1,7,7,1,3,3,4,4,1,0,0,0,-1,0,0,0,0,1,1,3,3,3,4,2,3,2,2,0,0,2610193,4,4,anger,"When my brother got very low marks in the exams, I was very angry. I put my studies aside to help him, as every time my brother does  badly at school, my family members blame me as well.�",1
191008,1,19,8,2,20,2,1,7,1,3,3,3,3,3,1,0,0,2,1,0,0,0,0,2,0,3,2,0,3,0,0,2,0,0,0,1910083,3,3,anger,Once I saw some children hunting a cat to death.,1
191007,1,19,7,2,31,2,2,4,1,3,3,4,4,4,1,2,2,1,-1,0,0,0,1,2,2,3,1,2,4,1,2,3,1,0,2,1910073,4,4,anger,"My family told me to leave if I was not willing to accept the conditions they imposed on me.",1
261020,1,26,20,2,23,4,2,9,1,1,3,3,2,3,0,0,-1,1,0,0,0,0,0,1,1,2,1,1,0,5,0,0,0,0,0,2610203,2,3,anger,"[ It irritates me when people talk about me behind my back.  I    prefer people to tell me what they have to, on my face instead of talking behind my back.]",1
171063,1,17,63,2,20,2,2,6,1,1,3,3,4,3,0,0,0,0,-1,0,0,1,0,2,1,3,3,3,2,1,3,1,1,3,0,1710633,4,3,anger,"When a very close friend with whom I have a very intimate and bodily relationship (he had a girlfriend) started to avoid me and didn't want to talk to me any more.",1
191005,1,19,5,1,19,2,1,4,1,3,3,4,2,3,1,0,0,2,0,0,0,1,0,1,1,3,0,1,3,1,1,1,0,3,0,1910053,2,3,anger,"We hitch hiked our way back from a town rather drunk.  We were dropped in another town which was unknown to us.  I needed to urinate, so I did it on a wall which turned out to belong to the military headquarters.  They arrested me and made me pay a fine of 500 pts.  We had to go home on foot (6 km) since it was too late for anyone to give us a lift.",1
221060,1,22,60,1,18,1,1,6,6,6,3,2,4,4,1,0,2,1,-1,0,1,0,0,3,2,1,3,1,4,1,3,1,2,0,1,2210603,4,4,anger,"I experienced anger most recently when I had committed a sin which I had gone a week and a half without doing. I had made a vow to God and had blown it. Now I had to start all over.",1
191004,1,19,4,1,21,2,2,4,1,3,3,4,3,3,1,1,0,0,0,0,0,0,0,1,1,3,1,3,4,1,1,3,3,0,1,1910043,3,3,anger,When I first saw a person begging.,1
261056,1,26,56,1,21,4,1,4,1,1,3,1,3,2,0,0,2,1,0,0,0,0,0,3,1,3,2,2,2,4,2,2,2,1,0,2610563,3,2,anger,"When a person whom I had invited did not come on the appointed day and time.",1
191001,1,19,1,1,21,2,2,6,1,3,3,2,1,2,1,0,0,1,0,0,0,0,1,2,1,3,3,3,2,3,0,3,1,0,0,1910013,1,2,anger,"A class-mate urged me to carry out a particular protest along with him, and when the time came this fellow drew back while I had to face the situation.",1
171073,1,17,73,2,19,2,2,6,6,1,3,1,1,4,1,0,0,1,0,0,0,1,0,2,1,3,2,3,2,5,0,2,2,1,0,1710733,1,4,anger,"I had made an appointment with three friends. We had to go out together. When I arrived at the place, the other persons weren't there. I became very angry because I thought they were gone without me. That, however, didn't appear to be the case.",1
261057,1,26,57,1,22,4,1,7,1,1,3,3,4,3,0,0,2,0,0,0,0,0,0,3,3,3,3,3,2,5,0,1,3,0,0,2610573,4,3,anger,[ When I do not get any co-operation from my friends/partners.],1
171072,1,17,72,2,18,1,1,8,1,1,3,2,3,3,1,0,-1,0,0,0,0,0,0,3,1,3,3,3,2,1,3,2,1,0,0,1710723,3,3,anger,"A friend told me it would be better for me not to be on familiar terms with another friend, although, in my opinion he had no reason to say such things. He only said so hoping that I would search support from him (that, however, was not necessary).",1
201086,1,20,86,2,20,6,1,8,1,3,3,3,3,3,2,1,0,3,-1,0,1,0,0,2,1,3,3,0,0,5,0,2,0,0,2,2010863,3,3,anger,"When my room-mate locked up the keys of my room in our room after I had told her that I was  only in the bathroom having a shower.  She left and I had to do without supper.",1
171066,1,17,66,1,22,2,1,7,6,1,3,3,4,2,2,0,2,0,-1,0,0,0,0,2,2,3,3,2,3,5,2,2,1,0,0,1710663,4,2,anger,"When being made look a fool by the teacher in front of the class during a turn.",1
171065,1,17,65,2,22,2,2,5,1,1,3,2,1,3,2,0,0,1,-1,0,0,1,0,2,1,3,2,3,2,5,2,2,1,0,0,1710653,1,3,anger,"When, after having cleaned up the kitchen, two hours later I saw that there was a big mess. It irritated me very much.",1
201089,1,20,89,2,21,2,1,0,0,0,3,3,4,3,2,1,-1,2,0,0,1,0,0,2,2,3,3,3,2,1,3,1,1,1,2,2010893,4,3,anger,"When someone I trusted very much, disappointed me.",1
191006,1,19,6,2,19,8,2,4,1,3,3,1,1,4,3,0,2,2,0,0,0,0,1,1,1,3,3,2,2,3,3,2,2,3,0,1910063,1,4,anger,At home when they lost three pieces of my puzzle.,1
201008,1,20,8,1,20,2,1,4,1,1,3,4,4,4,0,1,0,1,0,0,1,0,0,2,1,3,0,3,2,1,3,0,1,0,2,2010083,4,4,anger,"When I was accused by my brother of having stolen a 5 kwatcha note from my mother's bag.  I was beaten up for this, the money was found later.",1
201015,1,20,15,1,33,1,1,8,1,9,3,1,3,4,1,1,0,1,-1,0,0,0,2,1,1,3,2,3,4,5,3,1,1,3,1,2010153,3,4,anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter.  I realized this before I handed over the coin, but the man called me a thief and called a witness.",1
201014,1,20,14,2,21,2,2,6,1,2,3,3,3,3,0,1,0,0,0,0,0,0,0,3,1,3,3,3,2,4,3,2,1,2,1,2010143,3,3,anger,"When a cousin of mine took my bottle of T.B tablets, put water in it and threw it in the dust-bin.",1
201041,1,20,41,2,19,6,1,8,8,9,3,3,3,3,2,1,2,2,-1,0,1,0,0,2,2,3,0,2,1,3,2,2,2,0,2,2010413,3,3,anger,"When I found out that my sister had been playing with my confidential things which she had taken from my hand-bag.",1
201013,1,20,13,1,21,6,1,8,1,3,3,3,1,2,3,0,2,3,-1,0,0,1,2,3,1,3,3,3,2,3,3,1,1,0,0,2010133,1,2,anger,"When I heard that my girlfriend was talking behind my back and looking down on me.",1
201012,1,20,12,2,28,2,1,7,6,6,3,4,4,3,1,1,0,1,0,0,0,0,0,1,1,3,3,3,2,4,0,0,2,1,1,2010123,4,3,anger,When my sister broke my china tea set.,1
201042,1,20,42,1,25,2,2,8,1,2,3,4,3,4,3,1,0,1,-1,0,0,0,2,1,1,3,0,3,2,1,3,1,1,1,1,2010423,3,4,anger,"When my room-mate locked me out deliberately, before an exam due at 1400 hours.",1
201011,1,20,11,2,19,8,2,6,1,2,3,1,1,4,4,1,2,1,0,0,0,1,0,1,1,3,2,3,2,5,1,0,2,3,1,2010113,1,4,anger,When a friend of mine was trying to make a fool out of me.,1
201043,1,20,43,1,20,6,1,7,6,2,3,4,2,2,0,0,0,0,-1,0,0,0,0,3,2,3,1,2,2,1,2,3,1,0,0,2010433,2,2,anger,"When my friends tried to discriminate against my friendship with certain other friends which they thought was improper.",1
201010,1,20,10,2,32,2,2,2,8,8,3,1,4,3,1,0,0,1,0,0,0,0,0,1,1,3,3,2,3,1,3,2,2,0,0,2010103,4,3,anger,When I got a low grade in an administration course.,1
201069,1,20,69,1,20,1,1,4,1,2,3,3,3,4,2,0,0,1,0,0,0,0,0,1,2,3,3,3,2,5,3,1,1,3,0,2010693,3,4,anger,"One of my colleagues accused me of having stolen his iron and I was sure that I had done no such thing.",1
201044,1,20,44,2,21,2,2,4,1,1,3,2,4,2,1,0,2,1,0,1,0,0,0,3,1,3,2,3,2,4,2,2,1,2,0,2010443,4,2,anger,"I told my friend something confidential which was supposed to remain between the two of us.  The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it.  I was very angry with my friend as I had trusted her.",1
201039,1,20,39,1,23,6,2,8,1,3,3,3,4,4,4,0,-1,3,-1,0,0,1,0,1,1,3,3,3,2,1,3,1,1,0,0,2010393,4,4,anger,"I was badly beaten up by one of my friends during a wedding party.",1
201007,1,20,7,1,21,2,2,8,8,5,3,4,1,4,1,1,2,4,1,1,0,0,1,1,1,1,1,3,4,5,1,3,3,3,1,2010073,1,4,anger,"When I was victimized for running away with a girl who was somebody else's wife and niece at the same time.  I was very angry over this issue because I was told to pay him money after having been punished for it.",1
201045,1,20,45,1,29,6,1,5,1,5,3,4,4,4,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,1,3,1,2,3,0,2010453,4,4,anger,"I was asked to stop studying economics, a field which interested me, by my employers.",1
201006,1,20,6,1,19,6,1,6,6,2,3,2,4,4,1,0,0,1,0,0,0,0,0,2,1,1,3,3,2,2,3,1,1,2,0,2010063,4,4,anger,"When a friend tried to back bite me on false grounds.  This made me wonder if he was a really a good friend.",1
201046,1,20,46,1,22,6,2,2,1,1,3,2,2,3,3,1,0,0,0,0,0,0,1,2,1,3,3,2,4,2,0,1,3,1,1,2010463,2,3,anger,"When an argument with a friend of mine over our behaviour towards another friend turned into a quarrel.   I lost my temper and nearly knocked him out.",1
201004,1,20,4,1,20,7,1,8,6,2,3,4,3,4,0,0,0,1,0,0,0,0,0,2,1,3,3,3,3,5,3,0,1,1,0,2010043,3,4,anger,"When I was accused of having refused to do some hostel work while I was at school.  Actually I had not been allocated any work.",1
201003,1,20,3,1,22,6,2,2,6,5,3,4,4,2,1,0,2,0,-1,0,0,1,0,3,1,3,1,3,2,5,3,1,1,1,0,2010033,4,2,anger,"When a person the same age as me insisted that I call him ""Mister"".  I refused to succumb, but he persisted and I got angry as he had belittled me.",1
201047,1,20,47,1,20,2,2,6,1,5,3,4,4,3,3,0,2,2,-1,0,1,0,1,2,2,3,1,2,2,1,2,2,2,1,1,2010473,4,3,anger,"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him.  I felt angry over his actions.",1
201002,1,20,2,1,20,6,2,6,1,3,3,1,2,2,3,0,0,1,0,0,0,0,0,1,1,0,2,0,4,5,3,3,1,2,0,2010023,2,2,anger,"A certain friend tried to push me off a seat in a very violent way for no apparent reason.  It may be that he was excited about something.",1
201001,1,20,1,2,33,2,1,8,1,8,3,4,1,2,0,1,0,1,0,0,0,0,0,2,1,3,3,2,3,5,3,1,2,1,1,2010013,1,2,anger,"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately.",1
201048,1,20,48,2,19,2,1,4,1,2,3,2,3,4,2,1,2,2,-1,0,0,0,1,3,1,1,2,3,4,3,1,1,0,1,1,2010483,3,4,anger,"When my aunt scolded me for something I was not responsible for.  A boy had come to our gate asking for me, my aunt went out to see him.  I had neither met nor known the boy.",1
201009,1,20,9,2,21,6,1,8,1,5,3,4,2,4,4,1,2,4,1,0,0,0,3,1,1,3,1,2,2,2,2,1,1,3,1,2010093,2,4,anger,"When I was in form 3, my aunts lied to my daddy telling him that I had told them that I was pregnant.  My daddy  told my mother and she asked me if it was true.  I was very angry with my aunts.",1
201023,1,20,23,1,21,6,1,6,1,5,3,3,4,4,1,0,0,2,0,0,0,0,0,2,1,3,3,3,2,1,3,1,1,3,0,2010233,4,4,anger,"When I discovered that the people I trusted most were talking behind my back.",1
201031,1,20,31,1,31,2,2,8,8,2,3,2,4,4,1,0,0,1,0,0,0,0,0,1,1,3,3,3,0,5,3,1,1,3,0,2010313,4,4,anger,"When my daughter began staying away from classes - at the age of nine only.",1
201030,1,20,30,1,20,6,1,6,1,5,3,1,1,4,0,1,0,1,0,0,0,0,0,1,1,3,3,3,2,5,3,1,1,0,1,2010303,1,4,anger,"This happened recently, I  was in the dining hall and one of my friends with whom I was eating called me a fool.",1
201029,1,20,29,1,20,6,1,6,1,9,3,3,4,3,3,1,2,0,0,0,0,0,0,3,1,3,3,3,2,3,3,1,1,0,1,2010293,4,3,anger,"When a friend told me that my education had nothing to do with our discussion.  This friend has failed the 7th grade, what made me angry was that I had not used my education to argue.",1
201032,1,20,32,2,30,1,1,6,1,8,3,2,3,3,1,2,-1,3,0,0,0,0,0,1,1,3,3,3,3,5,3,0,1,3,2,2010323,3,3,anger,I reachad home to find that my baby had not been bathed and fed.,1
201028,1,20,28,2,18,6,1,6,1,2,3,1,3,3,2,0,2,2,-1,0,1,0,0,1,2,3,3,0,1,1,1,1,2,3,1,2010283,3,3,anger,"I was annoyed this particular day as it seemad that the odds were not in my favour.  My grandfather added fuel to the fire, when I  had an important appointment so I unleashed my anger on him.",1
201027,1,20,27,2,22,7,1,4,1,5,3,3,4,4,3,1,0,0,-1,0,0,0,0,1,1,3,3,3,2,1,3,1,1,3,1,2010273,4,4,anger,When somebody stole my brother's disco machine.,1
201033,1,20,33,1,31,6,2,8,8,2,3,1,4,4,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,3,0,0,0,0,2010333,4,4,anger,"When the dean of UNZA asked me to vacate a big flat I was occupying and take up a smaller one as I was becoming a full time student at UNZA.",1
201026,1,20,26,1,21,8,2,8,1,2,3,1,3,3,1,1,-1,0,0,0,0,1,1,2,1,3,2,3,3,1,3,0,1,3,1,2010263,3,3,anger,"I went to the dining hall and found that the cooks were cleaning the plates and there was no food for me, and the blue birds  (security guards) were busy eating the food that was supposed to be for me.",1
201034,1,20,34,2,30,1,1,6,6,8,3,3,2,1,0,0,0,1,0,0,1,0,0,2,1,0,0,3,3,4,3,1,2,0,1,2010343,2,1,anger,"I was annoyed when a person higher up asked me why a particular job was not done, it was not my job to do it.",1
201025,1,20,25,1,21,8,2,2,8,2,3,2,4,3,1,1,2,2,0,0,0,0,1,1,3,3,3,3,2,4,3,1,1,0,1,2010253,4,3,anger,When someone chased me from his house.,1
201040,1,20,40,2,20,1,1,2,1,2,3,3,4,4,3,1,2,1,0,0,1,0,0,1,1,3,0,2,2,1,3,0,1,2,2,2010403,4,4,anger,"I had gone home for a week-end and when I came back I found that my clothes and my bedding had been stolen.",1
201035,1,20,35,1,24,6,1,6,1,3,3,4,4,4,3,2,-1,4,-1,0,1,1,3,1,2,3,2,3,2,5,3,2,1,1,3,2010353,4,4,anger,When I was mistreated by my step-mother.,1
201016,1,20,16,1,21,6,1,8,8,2,3,2,3,4,2,0,0,2,0,0,0,0,2,2,1,3,0,2,2,5,3,2,1,1,0,2010163,3,4,anger,"When my brother did not send me the transport money to resume      my studies in time at UNZA.",1
201022,1,20,22,1,20,7,1,6,1,2,3,4,1,4,0,1,0,0,-1,0,0,0,0,3,1,3,2,0,4,1,3,1,1,0,1,2010223,1,4,anger,My trouser's zipper was open when I was at a public wedding.,1
201036,1,20,36,2,18,2,1,6,6,1,3,1,3,3,3,1,2,1,-1,0,1,0,1,3,1,3,2,3,2,2,2,1,1,2,2,2010363,3,3,anger,"When a friend and me played a joke on our boyfriends.  Her boyfriend came up and accused me of having planned the whole thing and said that I did not deserve my boyfriend.  He embarassed me in front of a crowd.",1
201021,1,20,21,1,35,1,1,5,1,5,3,3,1,2,0,0,0,1,0,0,0,0,0,3,1,3,3,3,2,5,3,0,2,0,0,2010213,1,2,anger,"I entrusted a friend with the delivery of some money to my father, however he misused the money.",1
201037,1,20,37,2,21,2,1,6,7,1,3,4,1,3,1,0,0,1,0,0,0,0,1,1,2,3,2,2,2,5,3,3,3,3,0,2010373,1,3,anger,"The juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my class-mate and was very cool and dull.",1
201020,1,20,20,1,20,6,1,8,1,3,3,3,3,4,3,0,2,2,0,0,0,1,0,1,1,3,3,3,3,5,3,1,1,3,0,2010203,3,4,anger,"When I travelled all the way to my former school to collect my certificate, only to be told that I owed them some money, I knew nothing about this.",1
201019,1,20,19,1,20,6,1,8,8,5,3,3,1,4,2,1,2,1,0,0,0,0,0,2,1,3,2,3,4,5,3,3,1,1,1,2010193,1,4,anger,"The comrade staying next doors insulted me for what he called  the misuse of his iron.  He called me stupid, self centered etc.  I wanted to punch him but instead went for a walk to the mining school to cool off.",1
201038,1,20,38,2,28,6,1,8,1,8,3,3,3,3,4,1,0,1,0,0,0,0,1,2,1,3,3,3,2,5,3,0,2,2,1,2010383,3,3,anger,"My room-mate locked up our room without specifying where I would find the keys.  I had to spend several hours in my other friend's room.",1
201018,1,20,18,1,20,2,2,8,1,2,3,4,4,3,2,1,0,2,0,0,0,0,0,1,1,3,3,3,2,5,3,0,1,3,1,2010183,4,3,anger,"This was when I found out that a cousin of mine had taken away my trousers without my consent.",1
201017,1,20,17,1,20,8,2,2,1,2,3,4,3,4,3,1,2,3,1,0,0,1,3,2,1,3,3,3,2,1,3,0,1,0,1,2010173,3,4,anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd my step-dad.  I thought, "" Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ? """,1
191082,1,19,82,2,19,8,2,2,1,1,3,1,1,2,2,0,0,2,0,0,0,0,1,1,2,3,2,2,0,3,2,2,2,0,0,1910823,1,2,anger,"My mother and I had an argument over buying some clothes for me.  She did not accept the fact that I did not like the same things as her, and we ended up shouting at each other.",1
201024,1,20,24,2,19,1,1,2,6,5,3,1,2,4,1,0,-1,0,-1,0,0,0,0,3,1,3,3,3,2,2,3,3,2,0,0,2010243,2,4,anger,""" I have been hearing rumours that you have not been allowing people in your room,"" he said.  This sentence really shot my heart.  I failed to find the right words, instead I walked away without uttering a word.",1
201064,1,20,64,1,23,6,1,8,1,2,3,4,2,2,2,1,0,2,0,0,0,0,0,2,2,3,0,3,2,5,3,0,2,1,1,2010643,2,2,anger,"In 1982, I was annoyed at an uncle who was drunk and was beating up his old father.  He claimed that the father was responsible for his guardian's failure.",1
191083,1,19,83,2,24,8,2,6,1,1,3,1,1,3,2,1,0,1,0,0,0,0,1,1,2,3,3,3,2,5,2,2,1,3,1,1910833,1,3,anger,"I get angry with my brothers and sisters when they do something that I do not like.  They know this and still do it so as to tease me.",1
201059,1,20,59,2,22,2,1,6,8,1,3,2,1,2,1,1,0,2,0,0,0,1,1,1,1,3,3,3,2,3,3,1,1,0,1,2010593,1,2,anger,When I was locked out of my room by my room-mate's friend.,1
191063,1,19,63,2,21,8,2,2,1,1,3,4,4,4,1,1,0,1,0,0,0,0,0,1,1,3,3,3,3,1,1,2,1,3,1,1910633,4,4,anger,"I had applied for a job and they had assured me that the exams would take place a few months later.  A week later I went to obtain some more information and they told me that the exams had already taken place.",1
191062,1,19,62,2,21,2,2,4,1,1,3,4,3,4,1,0,2,2,-1,0,1,0,1,3,1,3,2,3,2,1,0,2,2,1,1,1910623,3,4,anger,"I was with my family and we found some abandoned puppies.  I wanted to help them but everyone said no.  We then left.",1
201060,1,20,60,1,32,6,1,8,1,2,3,4,4,3,4,0,-1,2,0,0,0,0,0,1,1,3,3,3,3,3,3,1,1,1,0,2010603,4,3,anger,When a thief broke into my house and stole some valuable goods.,1
191061,1,19,61,1,21,2,1,7,1,1,3,4,3,4,3,0,0,2,0,0,0,0,2,1,1,3,2,3,2,3,1,2,1,3,0,1910613,3,4,anger,[ No description.],1
201062,1,20,62,2,20,7,1,4,1,5,3,4,3,3,0,1,0,1,1,0,1,0,0,1,1,3,3,3,3,5,3,1,3,3,2,2010623,3,3,anger,"I felt very angry when a mishanga seller robbed me of the transport money I had to go to school.",1
191060,1,19,60,1,20,8,2,4,1,1,3,3,1,3,1,1,0,1,0,0,0,0,0,1,0,3,0,3,3,1,0,0,0,2,1,1910603,1,3,anger,"When I saw parents punishing their little child for something he had not done.  In my opinion, even if he had done it he should not have been punished for it.",1
191059,1,19,59,1,21,2,2,2,1,1,3,1,3,3,1,1,0,1,0,0,0,0,1,1,1,3,3,3,3,1,1,2,3,2,1,1910593,3,3,anger,"When I learned that several people had died in the street due to  the cold weather.",1
201063,1,20,63,1,30,2,1,2,1,5,3,3,4,4,3,0,0,0,0,0,0,0,3,1,1,3,3,3,2,1,3,1,1,1,0,2010633,4,4,anger,When my wife told me that the refrigerator had stopped working.,1
191065,1,19,65,2,35,2,1,2,1,1,3,4,1,3,0,0,0,1,0,0,0,0,0,0,1,3,2,3,3,1,3,2,2,2,0,1910653,1,3,anger,"When I saw a car run over a child, out of carelessness.",1
191057,1,19,57,1,20,8,2,7,1,1,3,2,2,3,4,0,2,3,0,0,0,0,2,1,2,3,0,2,2,5,2,2,2,3,0,1910573,2,3,anger,"My parents were having a typical family argument.  I came in and saw the scene and became angry.",1
201058,1,20,58,1,21,2,2,2,8,9,3,3,3,2,0,0,0,0,0,0,0,0,0,2,2,3,1,3,1,2,3,1,2,1,0,2010583,3,2,anger,Being made to look like a fool by a girl.,1
191056,1,19,56,1,20,2,2,6,1,1,3,3,2,3,0,0,0,1,0,0,0,0,1,2,2,3,1,2,2,5,3,3,1,3,0,1910563,2,3,anger,"A certain person started to say dreadful things very calmly, I felt hurt and disgusted.",1
201065,1,20,65,1,30,2,2,2,1,5,3,1,3,3,0,1,0,0,0,0,0,0,0,1,1,3,3,3,3,5,3,2,1,0,1,2010653,3,3,anger,"When I got home I found that the electrical supply had been disconnected despite my having paid ZESCO the full bill a few  days earlier.",1
191055,1,19,55,1,19,2,2,4,1,1,3,3,3,3,3,1,2,3,0,0,0,0,1,1,1,3,3,3,2,1,0,2,1,3,1,1910553,3,3,anger,When I was accused of something I had not done.,1
191054,1,19,54,1,30,2,2,7,1,1,3,3,4,4,2,0,0,1,0,1,0,0,0,1,1,3,3,3,3,1,3,1,1,0,0,1910543,4,4,anger,"When I was the target of a great many insults and completely unfair accusations of a large group of people.",1
201066,1,20,66,1,29,1,1,7,1,5,3,4,3,4,3,0,0,2,0,0,0,0,0,1,1,3,3,3,2,1,3,2,1,0,0,2010663,3,4,anger,When my colleague spat on my face after a quarrel.,1
191053,1,19,53,1,19,2,2,4,1,1,3,3,2,4,3,1,-1,2,0,0,0,0,2,1,3,1,2,3,2,5,3,2,1,3,1,1910533,2,4,anger,"My father began to say incoherant things concerning my brother's and my own behaviour towards him.  His biased (authoritarian) and ridiculous point of view made us angry.",1
191052,1,19,52,1,19,2,2,8,1,1,3,4,3,3,2,1,2,2,0,0,0,1,2,1,2,3,3,2,3,1,0,1,2,3,1,1910523,3,3,anger,"When I knew that they would not give me a transfer from one university to another.  I began to insult the educatioon authorities and the government, I ended up at the door.",1
201067,1,20,67,1,22,2,2,7,7,5,3,1,3,3,4,1,0,1,1,0,0,0,0,3,1,3,2,3,4,3,3,1,2,1,1,2010673,3,3,anger,When I was insulted by a fellow student.,1
